athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Olesya Belugina",20,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Hanna Bezsonova",20,Ukraine,2004,"Rhythmic Gymnastics",0,0,1,1
"Elisa Blanchi",16,Italy,2004,"Rhythmic Gymnastics",0,1,0,1
"Irina Chashchina",22,Russia,2004,"Rhythmic Gymnastics",0,1,0,1
"Fabrizia D'Ottavio",19,Italy,2004,"Rhythmic Gymnastics",0,1,0,1
"Marinella Falca",18,Italy,2004,"Rhythmic Gymnastics",0,1,0,1
"Olga Glatskikh",15,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Zhaneta Ilieva",19,Bulgaria,2004,"Rhythmic Gymnastics",0,0,1,1
"Alina Kabayeva",21,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Ele?nora Kezhova",18,Bulgaria,2004,"Rhythmic Gymnastics",0,0,1,1
"Tatyana Kurbakova",18,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Nataliya Lavrova",20,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Zornitsa Marinova",17,Bulgaria,2004,"Rhythmic Gymnastics",0,0,1,1
"Daniela Masseroni",19,Italy,2004,"Rhythmic Gymnastics",0,1,0,1
"Yelena Murzina",20,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Yelena Posevina",18,Russia,2004,"Rhythmic Gymnastics",1,0,0,1
"Kristina Rangelova",19,Bulgaria,2004,"Rhythmic Gymnastics",0,0,1,1
"Elisa Santoni",16,Italy,2004,"Rhythmic Gymnastics",0,1,0,1
"Galina Tancheva",17,Bulgaria,2004,"Rhythmic Gymnastics",0,0,1,1
"Vladislava Tancheva",17,Bulgaria,2004,"Rhythmic Gymnastics",0,0,1,1
"Laura Vernizzi",18,Italy,2004,"Rhythmic Gymnastics",0,1,0,1
"Libor Capalini",31,"Czech Republic",2004,"Modern Pentathlon",0,0,1,1
"Georgina Harland",26,"Great Britain",2004,"Modern Pentathlon",0,0,1,1
"Andrey Moiseyev",25,Russia,2004,"Modern Pentathlon",1,0,0,1
"Jelena Rublevska",28,Latvia,2004,"Modern Pentathlon",0,1,0,1
"Zsuzsa Voros",27,Hungary,2004,"Modern Pentathlon",1,0,0,1
"Andrejus Zadneprovskis",29,Lithuania,2004,"Modern Pentathlon",0,1,0,1
"Noriko Anno",28,Japan,2004,Judo,1,0,0,1
"Yordanis Arencibia",24,Cuba,2004,Judo,0,0,1,1
"Daima Beltrán",31,Cuba,2004,Judo,0,1,0,1
"Annett Böhm",24,Germany,2004,Judo,0,0,1,1
"Yvonne Bönisch",23,Germany,2004,Judo,1,0,0,1
"Edith Bosch",24,Netherlands,2004,Judo,0,1,0,1
"Flávio Canto",29,Brazil,2004,Judo,0,0,1,1
"Choi Min-Ho",23,"South Korea",2004,Judo,0,0,1,1
"Tea Donguzashvili",28,Russia,2004,Judo,0,0,1,1
"Gao Feng",22,China,2004,Judo,0,0,1,1
"Georgi Georgiev",28,Bulgaria,2004,Judo,0,0,1,1
"Driulys González",30,Cuba,2004,Judo,0,0,1,1
"Deborah Gravenstijn",29,Netherlands,2004,Judo,0,0,1,1
"Leandro Guilheiro",21,Brazil,2004,Judo,0,0,1,1
"Claudia Heill",22,Austria,2004,Judo,0,1,0,1
"Ilse Heylen",27,Belgium,2004,Judo,0,0,1,1
"Roman Hontiuk",20,Ukraine,2004,Judo,0,1,0,1
"Mark Huizinga",30,Netherlands,2004,Judo,0,0,1,1
"Ilias Iliadis",17,Greece,2004,Judo,1,0,0,1
"Hiroshi Izumi",22,Japan,2004,Judo,0,1,0,1
"Jang Seong-Ho",26,"South Korea",2004,Judo,0,1,0,1
"Frédérique Jossinet",28,France,2004,Judo,0,1,0,1
"Michael Jurack",25,Germany,2004,Judo,0,0,1,1
"Khashbaataryn Tsagaanbaatar",20,Mongolia,2004,Judo,0,0,1,1
"Nest'or Khergiani",29,Georgia,2004,Judo,0,1,0,1
"Jozef Krnác",26,Slovakia,2004,Judo,0,1,0,1
"Kye Sun-Hui",25,"North Korea",2004,Judo,0,1,0,1
"Yurisel Laborde",25,Cuba,2004,Judo,0,0,1,1
"Lee Won-Hui",23,"South Korea",2004,Judo,1,0,0,1
"Liu Xia",25,China,2004,Judo,0,1,0,1
"Yurisleidy Lupetey",23,Cuba,2004,Judo,0,0,1,1
"Igor Makarov",25,Belarus,2004,Judo,1,0,0,1
"Vitaly Makarov",30,Russia,2004,Judo,0,1,0,1
"Julia Matijass",30,Germany,2004,Judo,0,0,1,1
"Lucia Morico",28,Italy,2004,Judo,0,0,1,1
"Tadahiro Nomura",29,Japan,2004,Judo,1,0,0,1
"Dmitry Nosov",24,Russia,2004,Judo,0,0,1,1
"Jimmy Pedro",33,"United States",2004,Judo,0,0,1,1
"Indrek Pertelson",33,Estonia,2004,Judo,0,0,1,1
"Qin Dongya",24,China,2004,Judo,0,0,1,1
"Amarilys Savón",30,Cuba,2004,Judo,0,0,1,1
"Sun Fuming",30,China,2004,Judo,0,0,1,1
"Keiji Suzuki",24,Japan,2004,Judo,1,0,0,1
"Ryoko Tamura-Tani",28,Japan,2004,Judo,1,0,0,1
"Ayumi Tanimoto",23,Japan,2004,Judo,1,0,0,1
"Khasanbi Taov",26,Russia,2004,Judo,0,0,1,1
"Tamerlan Tmenov",27,Russia,2004,Judo,0,1,0,1
"Maki Tsukada",22,Japan,2004,Judo,1,0,0,1
"Masato Uchishiba",26,Japan,2004,Judo,1,0,0,1
"Masae Ueno",25,Japan,2004,Judo,1,0,0,1
"Dennis van der Geest",29,Netherlands,2004,Judo,0,0,1,1
"Xian Dongmei",28,China,2004,Judo,1,0,0,1
"Yuki Yokosawa",23,Japan,2004,Judo,0,1,0,1
"Arik Ze'evi",27,Israel,2004,Judo,0,0,1,1
"Urška Žolnir",22,Slovenia,2004,Judo,0,0,1,1
"Zurab Zviadauri",23,Georgia,2004,Judo,1,0,0,1
"Magdalena Aicega",30,Argentina,2004,Hockey,0,0,1,1
"Mariela Antoniska",29,Argentina,2004,Hockey,0,0,1,1
"Clemens Arnold",25,Germany,2004,Hockey,0,0,1,1
"Inés Arrondo",26,Argentina,2004,Hockey,0,0,1,1
"Lucha Aymar",27,Argentina,2004,Hockey,0,0,1,1
"Tina Bachmann",26,Germany,2004,Hockey,1,0,0,1
"Christoph Bechmann",32,Germany,2004,Hockey,0,0,1,1
"Sebastian Biederlack",22,Germany,2004,Hockey,0,0,1,1
"Minke Booij",27,Netherlands,2004,Hockey,0,1,0,1
"Ageeth Boomgaardt",31,Netherlands,2004,Hockey,0,1,0,1
"Michael Brennan",28,Australia,2004,Hockey,1,0,0,1
"Travis Brooks",24,Australia,2004,Hockey,1,0,0,1
"Matthijs Brouwer",24,Netherlands,2004,Hockey,0,1,0,1
"Ronald Brouwer",25,Netherlands,2004,Hockey,0,1,0,1
"Claudia Burkart",24,Argentina,2004,Hockey,0,0,1,1
"Dean Butler",27,Australia,2004,Hockey,1,0,0,1
"Caroline Casaretto",26,Germany,2004,Hockey,1,0,0,1
"Philipp Crone",27,Germany,2004,Hockey,0,0,1,1
"Chantal de Bruijn",28,Netherlands,2004,Hockey,0,1,0,1
"Teun de Nooijer",28,Netherlands,2004,Hockey,0,1,0,1
"Lisanne de Roever",25,Netherlands,2004,Hockey,0,1,0,1
"Liam De Young",22,Australia,2004,Hockey,1,0,0,1
"Jeroen Delmeé",31,Netherlands,2004,Hockey,0,1,0,1
"Geert-Jan Derikx",23,Netherlands,2004,Hockey,0,1,0,1
"Rob Derikx",21,Netherlands,2004,Hockey,0,1,0,1
"Marina Di Giacomo",28,Argentina,2004,Hockey,0,0,1,1
"Mijntje Donners",30,Netherlands,2004,Hockey,0,1,0,1
"Eike Duckwitz",24,Germany,2004,Hockey,0,0,1,1
"Jamie Dwyer",25,Australia,2004,Hockey,1,0,0,1
"Nathan Eglington",23,Australia,2004,Hockey,1,0,0,1
"Marten Eikelboom",30,Netherlands,2004,Hockey,0,1,0,1
"Christoph Eimer",27,Germany,2004,Hockey,0,0,1,1
"Troy Elder",26,Australia,2004,Hockey,1,0,0,1
"Björn Emmerling",28,Germany,2004,Hockey,0,0,1,1
"Nadine Ernsting-Krienke",30,Germany,2004,Hockey,1,0,0,1
"Floris Evers",21,Netherlands,2004,Hockey,0,1,0,1
"Sole García",23,Argentina,2004,Hockey,0,0,1,1
"Bevan George",27,Australia,2004,Hockey,1,0,0,1
"Mariana González",28,Argentina,2004,Hockey,0,0,1,1
"Franziska Gude",28,Germany,2004,Hockey,1,0,0,1
"Alejandra Gulla",27,Argentina,2004,Hockey,0,0,1,1
"Mandy Haase",22,Germany,2004,Hockey,1,0,0,1
"Rob Hammond",23,Australia,2004,Hockey,1,0,0,1
"Maripi Hernández",27,Argentina,2004,Hockey,0,0,1,1
"Mark Hickman",30,Australia,2004,Hockey,1,0,0,1
"Erik Jazet",33,Netherlands,2004,Hockey,0,1,0,1
"Sylvia Karres",27,Netherlands,2004,Hockey,0,1,0,1
"Natascha Keller",27,Germany,2004,Hockey,1,0,0,1
"Karel Klaver",25,Netherlands,2004,Hockey,0,1,0,1
"Denise Klecker",32,Germany,2004,Hockey,1,0,0,1
"Mark Knowles",19,Australia,2004,Hockey,1,0,0,1
"Anke Kühn",23,Germany,2004,Hockey,1,0,0,1
"Florian Kunz",32,Germany,2004,Hockey,0,0,1,1
"Badri Latif",27,Germany,2004,Hockey,1,0,0,1
"Heike Lätzsch",30,Germany,2004,Hockey,1,0,0,1
"Sonja Lehmann",24,Germany,2004,Hockey,1,0,0,1
"Brent Livermore",28,Australia,2004,Hockey,1,0,0,1
"Jesse Mahieu",26,Netherlands,2004,Hockey,0,1,0,1
"Mechi Margalot",29,Argentina,2004,Hockey,0,0,1,1
"Michael McCann",26,Australia,2004,Hockey,1,0,0,1
"Björn Michel",29,Germany,2004,Hockey,0,0,1,1
"Fátima Moreira de Melo",26,Netherlands,2004,Hockey,0,1,0,1
"Stephen Mowlam",27,Australia,2004,Hockey,1,0,0,1
"Eefke Mulder",26,Netherlands,2004,Hockey,0,1,0,1
"Silke Müller",25,Germany,2004,Hockey,1,0,0,1
"Vanina Oneto",31,Argentina,2004,Hockey,0,0,1,1
"Rob Reckers",22,Netherlands,2004,Hockey,0,1,0,1
"Sascha Reinelt",31,Germany,2004,Hockey,0,0,1,1
"Fanny Rinne",24,Germany,2004,Hockey,1,0,0,1
"Marion Rodewald",27,Germany,2004,Hockey,1,0,0,1
"Ceci Rognoni",27,Argentina,2004,Hockey,0,0,1,1
"Mariné Russo",24,Argentina,2004,Hockey,0,0,1,1
"Justus Scharowsky",24,Germany,2004,Hockey,0,0,1,1
"Maartje Scheepstra",24,Netherlands,2004,Hockey,0,1,0,1
"Janneke Schopman",27,Netherlands,2004,Hockey,0,1,0,1
"Grant Schubert",24,Australia,2004,Hockey,1,0,0,1
"Christian Schulte",28,Germany,2004,Hockey,0,0,1,1
"Clarinda Sinnige",31,Netherlands,2004,Hockey,0,1,0,1
"Minke Smabers",25,Netherlands,2004,Hockey,0,1,0,1
"Jiske Snoeks",26,Netherlands,2004,Hockey,0,1,0,1
"Ayelén Stepnik",28,Argentina,2004,Hockey,0,0,1,1
"Taeke Taekema",24,Netherlands,2004,Hockey,0,1,0,1
"Macha van der Vaart",32,Netherlands,2004,Hockey,0,1,0,1
"Sander van der Weide",28,Netherlands,2004,Hockey,0,1,0,1
"Miek van Geenhuizen",22,Netherlands,2004,Hockey,0,1,0,1
"Lieve van Kessel",26,Netherlands,2004,Hockey,0,1,0,1
"Klaas Veering",22,Netherlands,2004,Hockey,0,1,0,1
"Guus Vogels",29,Netherlands,2004,Hockey,0,1,0,1
"Paola Vukojicic",29,Argentina,2004,Hockey,0,0,1,1
"Louisa Walter",25,Germany,2004,Hockey,1,0,0,1
"Tibor Weißenborn",23,Germany,2004,Hockey,0,0,1,1
"Matt Wells",26,Australia,2004,Hockey,1,0,0,1
"Timo Weß",22,Germany,2004,Hockey,0,0,1,1
"Matthias Witthaus",22,Germany,2004,Hockey,0,0,1,1
"Christopher Zeller",19,Germany,2004,Hockey,0,0,1,1
"Julia Zwehl",28,Germany,2004,Hockey,1,0,0,1
"Kristine Andersen",28,Denmark,2004,Handball,1,0,0,1
"Ivano Balic",25,Croatia,2004,Handball,1,0,0,1
"Markus Baur",33,Germany,2004,Handball,0,1,0,1
"Anastasiya Borodina",22,Ukraine,2004,Handball,0,0,1,1
"Nataliya Borysenko",28,Ukraine,2004,Handball,0,0,1,1
"Karen Brødsgaard",26,Denmark,2004,Handball,1,0,0,1
"Hanna Burmistrova",27,Ukraine,2004,Handball,0,0,1,1
"Mikhail Chipurin",23,Russia,2004,Handball,0,0,1,1
"Choi Im-Jeong",23,"South Korea",2004,Handball,0,1,0,1
"Line Daugaard",26,Denmark,2004,Handball,1,0,0,1
"Davor Dominikovic",26,Croatia,2004,Handball,1,0,0,1
"Mark Dragunski",33,Germany,2004,Handball,0,1,0,1
"Mirza Džomba",27,Croatia,2004,Handball,1,0,0,1
"Henning Fritz",29,Germany,2004,Handball,0,1,0,1
"Katrine Fruelund",26,Denmark,2004,Handball,1,0,0,1
"Slavko Goluža",32,Croatia,2004,Handball,1,0,0,1
"Aleksandr Gorbatikov",22,Russia,2004,Handball,0,0,1,1
"Vyacheslav Gorpishin",34,Russia,2004,Handball,0,0,1,1
"Pascal Hens",24,Germany,2004,Handball,0,1,0,1
"Heo Sun-Yeong",28,"South Korea",2004,Handball,0,1,0,1
"Heo Yeong-Suk",29,"South Korea",2004,Handball,0,1,0,1
"Iryna Honcharova",29,Ukraine,2004,Handball,0,0,1,1
"Rikke Hørlykke",28,Denmark,2004,Handball,1,0,0,1
"Im O-Gyeong",32,"South Korea",2004,Handball,0,1,0,1
"Jan-Olaf Immel",28,Germany,2004,Handball,0,1,0,1
"Vitaly Ivanov",28,Russia,2004,Handball,0,0,1,1
"Jang So-Hui",26,"South Korea",2004,Handball,0,1,0,1
"Torsten Jansen",27,Germany,2004,Handball,0,1,0,1
"Trine Jensen",23,Denmark,2004,Handball,1,0,0,1
"Nikša Kaleb",31,Croatia,2004,Handball,1,0,0,1
"Florian Kehrmann",27,Germany,2004,Handball,0,1,0,1
"Kim Cha-Yeon",23,"South Korea",2004,Handball,0,1,0,1
"Kim Hyeon-Ok",30,"South Korea",2004,Handball,0,1,0,1
"Lotte Kiærskou",29,Denmark,2004,Handball,1,0,0,1
"Eduard Koksharov",28,Russia,2004,Handball,0,0,1,1
"Aleksey Kostygov",31,Russia,2004,Handball,0,0,1,1
"Stefan Kretzschmar",31,Germany,2004,Handball,0,1,0,1
"Denis Krivoshlykov",33,Russia,2004,Handball,0,0,1,1
"Vasily Kudinov",35,Russia,2004,Handball,0,0,1,1
"Oleg Kuleshov",30,Russia,2004,Handball,0,0,1,1
"Blaženko Lackovic",23,Croatia,2004,Handball,1,0,0,1
"Andrey Lavrov",42,Russia,2004,Handball,0,0,1,1
"Lee Gong-Ju",24,"South Korea",2004,Handball,0,1,0,1
"Lee Sang-Eun",29,"South Korea",2004,Handball,0,1,0,1
"Nataliya Liapina",28,Ukraine,2004,Handball,0,0,1,1
"Venio Losert",28,Croatia,2004,Handball,1,0,0,1
"Halyna Markushevska",28,Ukraine,2004,Handball,0,0,1,1
"Valter Matoševic",34,Croatia,2004,Handball,1,0,0,1
"Petar Metlicic",27,Croatia,2004,Handball,1,0,0,1
"Henriette Mikkelsen",23,Denmark,2004,Handball,1,0,0,1
"Karin Mortensen",26,Denmark,2004,Handball,1,0,0,1
"Mun Gyeong-Ha",24,"South Korea",2004,Handball,0,1,0,1
"Mun Pil-Hui",21,"South Korea",2004,Handball,0,1,0,1
"Myeom Bok-Hui",25,"South Korea",2004,Handball,0,1,0,1
"Louise Bager Nørgaard",22,Denmark,2004,Handball,1,0,0,1
"Oh Seong-Ok",31,"South Korea",2004,Handball,0,1,0,1
"Oh Yeong-Ran",31,"South Korea",2004,Handball,0,1,0,1
"Klaus-Dieter Petersen",35,Germany,2004,Handball,0,1,0,1
"Rikke Petersen-Schmidt",29,Denmark,2004,Handball,1,0,0,1
"Sergey Pogorelov",30,Russia,2004,Handball,0,0,1,1
"Olena Radchenko",31,Ukraine,2004,Handball,0,0,1,1
"Oksana Raikhel",27,Ukraine,2004,Handball,0,0,1,1
"Christian Ramota",31,Germany,2004,Handball,0,1,0,1
"Aleksey Rastvortsev",26,Russia,2004,Handball,0,0,1,1
"Christian Schwarzer",34,Germany,2004,Handball,0,1,0,1
"Liudmyla Shevchenko",34,Ukraine,2004,Handball,0,0,1,1
"Tetiana Shynkarenko",25,Ukraine,2004,Handball,0,0,1,1
"Hanna Siukalo",27,Ukraine,2004,Handball,0,0,1,1
"Rikke Skov",23,Denmark,2004,Handball,1,0,0,1
"Vlado Šola",35,Croatia,2004,Handball,1,0,0,1
"Denis Špoljaric",24,Croatia,2004,Handball,1,0,0,1
"Goran Šprem",25,Croatia,2004,Handball,1,0,0,1
"Daniel Stephan",31,Germany,2004,Handball,0,1,0,1
"Camilla Thomsen",29,Denmark,2004,Handball,1,0,0,1
"Dmitry Torgovanov",32,Russia,2004,Handball,0,0,1,1
"Josephine Touray",24,Denmark,2004,Handball,1,0,0,1
"Olena Tsyhytsia",29,Ukraine,2004,Handball,0,0,1,1
"Aleksandr Tuchkin",40,Russia,2004,Handball,0,0,1,1
"Maryna Verheliuk",26,Ukraine,2004,Handball,0,0,1,1
"Mette Vestergaard",28,Denmark,2004,Handball,1,0,0,1
"Frank von Behren",27,Germany,2004,Handball,0,1,0,1
"Igor Vori",23,Croatia,2004,Handball,1,0,0,1
"Drago Vukovic",21,Croatia,2004,Handball,1,0,0,1
"Wu Seon-Hui",26,"South Korea",2004,Handball,0,1,0,1
"Olena Yatsenko",26,Ukraine,2004,Handball,0,0,1,1
"Larysa Zaspa",32,Ukraine,2004,Handball,0,0,1,1
"Christian Zeitz",23,Germany,2004,Handball,0,1,0,1
"Volker Zerbe",36,Germany,2004,Handball,0,1,0,1
"Vedran Zrnic",24,Croatia,2004,Handball,1,0,0,1
"Oana Ban",18,Romania,2004,Gymnastics,1,0,0,1
"Mohini Bhardwaj",25,"United States",2004,Gymnastics,0,1,0,1
"Igor Cassina",26,Italy,2004,Gymnastics,1,0,0,1
"Jury Chechi",34,Italy,2004,Gymnastics,0,0,1,1
"Gervasio Deferr",23,Spain,2004,Gymnastics,1,0,0,1
"Jason Gatson",24,"United States",2004,Gymnastics,0,1,0,1
"Morgan Hamm",21,"United States",2004,Gymnastics,0,1,0,1
"Valeriy Honcharov",26,Ukraine,2004,Gymnastics,1,0,0,1
"Kim Dae-Eun",19,"South Korea",2004,Gymnastics,0,1,0,1
"Mariya Kryuchkova",16,Russia,2004,Gymnastics,0,0,1,1
"Émilie Le Pennec",16,France,2004,Gymnastics,1,0,0,1
"Li Xiaopeng",23,China,2004,Gymnastics,0,0,1,1
"Brett McClure",23,"United States",2004,Gymnastics,0,1,0,1
"Courtney McCool",16,"United States",2004,Gymnastics,0,1,0,1
"Hisashi Mizutori",24,Japan,2004,Gymnastics,1,0,0,1
"Patricia Moreno",16,Spain,2004,Gymnastics,0,0,1,1
"Daisuke Nakano",21,Japan,2004,Gymnastics,1,0,0,1
"Daniel Popescu",21,Romania,2004,Gymnastics,0,0,1,1
"Dan Potra",26,Romania,2004,Gymnastics,0,0,1,1
"Jevgenijs Sapronenko",25,Latvia,2004,Gymnastics,0,1,0,1
"Razvan Selariu",20,Romania,2004,Gymnastics,0,0,1,1
"Kyle Shewfelt",22,Canada,2004,Gymnastics,1,0,0,1
"Silvia Stroescu",19,Romania,2004,Gymnastics,1,0,0,1
"Ioan Suciu",26,Romania,2004,Gymnastics,0,0,1,1
"Dimosthenis Tambakos",27,Greece,2004,Gymnastics,1,0,0,1
"Teng Haibin",19,China,2004,Gymnastics,1,0,0,1
"Naoya Tsukahara",27,Japan,2004,Gymnastics,1,0,0,1
"Blaine Wilson",30,"United States",2004,Gymnastics,0,1,0,1
"Yang Tae-Yeong",24,"South Korea",2004,Gymnastics,0,0,1,1
"Lyudmila Yezhova-Grebenkova",22,Russia,2004,Gymnastics,0,0,1,1
"Guard Young",27,"United States",2004,Gymnastics,0,1,0,1
"Yelena Zamolodchikova",21,Russia,2004,Gymnastics,0,0,1,1
"Zhang Nan",18,China,2004,Gymnastics,0,0,1,1
"Nataliya Ziganshina",18,Russia,2004,Gymnastics,0,0,1,1
Aline,22,Brazil,2004,Football,0,1,0,1
Andréia,26,Brazil,2004,Football,0,1,0,1
"Roberto Ayala",31,Argentina,2004,Football,1,0,0,1
"Isabell Bachor",21,Germany,2004,Football,0,0,1,1
"Fredy Bareiro",22,Paraguay,2004,Football,0,1,0,1
"Diego Barreto",23,Paraguay,2004,Football,0,1,0,1
"Édgar Barreto",20,Paraguay,2004,Football,0,1,0,1
"Andrea Barzagli",23,Italy,2004,Football,0,0,1,1
"Pedro Benítez",23,Paraguay,2004,Football,0,1,0,1
"Daniele Bonera",23,Italy,2004,Football,0,0,1,1
"Cesare Bovo",21,Italy,2004,Football,0,0,1,1
"Shannon Boxx",27,"United States",2004,Football,1,0,0,1
"Nicolás Burdisso",23,Argentina,2004,Football,1,0,0,1
"José Cardozo",33,Paraguay,2004,Football,0,1,0,1
"Brandi Chastain",36,"United States",2004,Football,1,0,0,1
"Giorgio Chiellini",19,Italy,2004,Football,0,0,1,1
"Fabricio Coloccini",22,Argentina,2004,Football,1,0,0,1
"Ernesto Cristaldo",20,Paraguay,2004,Football,0,1,0,1
Cristiane,19,Brazil,2004,Football,0,1,0,1
"Andrés D'Alessandro",23,Argentina,2004,Football,1,0,0,1
Daniela,20,Brazil,2004,Football,0,1,0,1
"Daniele De Rossi",21,Italy,2004,Football,0,0,1,1
"Simone Del Nero",23,Italy,2004,Football,0,0,1,1
"César Delgado",22,Argentina,2004,Football,1,0,0,1
"José Devaca",21,Paraguay,2004,Football,0,1,0,1
"Osvaldo Díaz",22,Paraguay,2004,Football,0,1,0,1
"Marco Donadel",21,Italy,2004,Football,0,0,1,1
Elaine,21,Brazil,2004,Football,0,1,0,1
"Julio César Enciso",30,Paraguay,2004,Football,0,1,0,1
"Celso Esquivel",23,Paraguay,2004,Football,0,1,0,1
"Joy Fawcett",36,"United States",2004,Football,1,0,0,1
"Matteo Ferrari",24,Italy,2004,Football,0,0,1,1
"Diego Figueredo",22,Paraguay,2004,Football,0,1,0,1
Formiga,26,Brazil,2004,Football,0,1,0,1
"Julie Foudy",33,"United States",2004,Football,1,0,0,1
"Sonja Fuss",25,Germany,2004,Football,0,0,1,1
"Carlos Gamarra",33,Paraguay,2004,Football,0,1,0,1
"Kerstin Garefrekes",24,Germany,2004,Football,0,0,1,1
"Andrea Gasbarroni",23,Italy,2004,Football,0,0,1,1
"Alberto Gilardino",22,Italy,2004,Football,0,0,1,1
"Pablo Giménez",23,Paraguay,2004,Football,0,1,0,1
"Julio González",22,Paraguay,2004,Football,0,1,0,1
"Kily González",30,Argentina,2004,Football,1,0,0,1
"Luis González",23,Argentina,2004,Football,1,0,0,1
"Mariano González",23,Argentina,2004,Football,1,0,0,1
Grazielle,23,Brazil,2004,Football,0,1,0,1
"Sarah Günther",21,Germany,2004,Football,0,0,1,1
"Mia Hamm",32,"United States",2004,Football,1,0,0,1
"Gabriel Heinze",26,Argentina,2004,Football,1,0,0,1
"Ariane Hingst",25,Germany,2004,Football,0,0,1,1
"Angela Hucles",26,"United States",2004,Football,1,0,0,1
"Steffi Jones",31,Germany,2004,Football,0,0,1,1
Juliana,22,Brazil,2004,Football,0,1,0,1
"Kelly Cristina",19,Brazil,2004,Football,0,1,0,1
Kóki,18,Brazil,2004,Football,0,1,0,1
"Kristine Lilly",33,"United States",2004,Football,1,0,0,1
"Renate Lingor",28,Germany,2004,Football,0,0,1,1
"Germán Lux",22,Argentina,2004,Football,1,0,0,1
"Julio Manzur",23,Paraguay,2004,Football,0,1,0,1
Marta,18,Brazil,2004,Football,0,1,0,1
"Emilio Martínez",23,Paraguay,2004,Football,0,1,0,1
"Javier Mascherano",20,Argentina,2004,Football,1,0,0,1
Maycon,27,Brazil,2004,Football,0,1,0,1
"Nicolás Medina",22,Argentina,2004,Football,1,0,0,1
"Giandomenico Mesto",22,Italy,2004,Football,0,0,1,1
"Sandra Minnert",31,Germany,2004,Football,0,0,1,1
"Heather Mitts",26,"United States",2004,Football,1,0,0,1
Mônica,26,Brazil,2004,Football,0,1,0,1
"Emiliano Moretti",23,Italy,2004,Football,0,0,1,1
"Martina Müller",24,Germany,2004,Football,0,0,1,1
"Heather O'Reilly",19,"United States",2004,Football,1,0,0,1
"Viola Odebrecht",21,Germany,2004,Football,0,0,1,1
"Navina Omilade",22,Germany,2004,Football,0,0,1,1
"Angelo Palombo",22,Italy,2004,Football,0,0,1,1
"Cindy Parlow",26,"United States",2004,Football,1,0,0,1
"Christie Pearce-Rampone",29,"United States",2004,Football,1,0,0,1
"Ivan Pelizzoli",23,Italy,2004,Football,0,0,1,1
"Giampiero Pinzi",23,Italy,2004,Football,0,0,1,1
"Andrea Pirlo",25,Italy,2004,Football,0,0,1,1
"Conny Pohlers",25,Germany,2004,Football,0,0,1,1
Pretinha,29,Brazil,2004,Football,0,1,0,1
"Birgit Prinz",26,Germany,2004,Football,0,0,1,1
"Cat Reddick",22,"United States",2004,Football,1,0,0,1
"Clemente Rodríguez",23,Argentina,2004,Football,1,0,0,1
"Mauro Rosales",23,Argentina,2004,Football,1,0,0,1
Rosana,22,Brazil,2004,Football,0,1,0,1
Roseli,34,Brazil,2004,Football,0,1,0,1
"Silke Rottenberg",32,Germany,2004,Football,0,0,1,1
"Javier Saviola",22,Argentina,2004,Football,1,0,0,1
"Giuseppe Sculli",23,Italy,2004,Football,0,0,1,1
"Briana Scurry",32,"United States",2004,Football,1,0,0,1
"Kate Sobrero-Markgraf",27,"United States",2004,Football,1,0,0,1
"Kerstin Stegemann",26,Germany,2004,Football,0,0,1,1
"Tânia Maranhão",29,Brazil,2004,Football,0,1,0,1
"Lindsay Tarpley",20,"United States",2004,Football,1,0,0,1
"Carlos Tévez",20,Argentina,2004,Football,1,0,0,1
"Aureliano Torres",22,Paraguay,2004,Football,0,1,0,1
"Aly Wagner",24,"United States",2004,Football,1,0,0,1
"Abby Wambach",24,"United States",2004,Football,1,0,0,1
"Petra Wimbersky",21,Germany,2004,Football,0,0,1,1
"Pia Wunderlich",29,Germany,2004,Football,0,0,1,1
"Karina Aznavuryan",29,Russia,2004,Fencing,1,0,0,1
"Gábor Boczkó",27,Hungary,2004,Fencing,0,1,0,1
"Éric Boisse",24,France,2004,Fencing,1,0,0,1
"Claudia Bokel",30,Germany,2004,Fencing,0,1,0,1
"Sarah Daninthe",24,France,2004,Fencing,0,0,1,1
"Dong Zhaozhi",30,China,2004,Fencing,0,1,0,1
"Imke Duplitzer",29,Germany,2004,Fencing,0,1,0,1
"Aleksey Dyachenko",25,Russia,2004,Fencing,0,0,1,1
"Jörg Fiedler",26,Germany,2004,Fencing,0,0,1,1
"Marcel Fischer",26,Switzerland,2004,Fencing,1,0,0,1
"Renal Ganeyev",19,Russia,2004,Fencing,0,0,1,1
"Sylwia Gruchala",22,Poland,2004,Fencing,0,0,1,1
"Brice Guyart",23,France,2004,Fencing,1,0,0,1
"Britta Heidemann",21,Germany,2004,Fencing,0,1,0,1
"Géza Imre",29,Hungary,2004,Fencing,0,1,0,1
"Sada Jacobson",21,"United States",2004,Fencing,0,0,1,1
"Fabrice Jeannet",23,France,2004,Fencing,1,0,0,1
"Jérôme Jeannet",27,France,2004,Fencing,1,0,0,1
"Hajnalka Kiraly-Picot",33,France,2004,Fencing,0,0,1,1
