athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Andreea Stefanescu",18,Italy,2012,"Rhythmic Gymnastics",0,0,1,1
"Alina Tumilovich",22,Belarus,2012,"Rhythmic Gymnastics",0,1,0,1
"Laura Asadauskaite",28,Lithuania,2012,"Modern Pentathlon",1,0,0,1
"Cao Zhongrong",30,China,2012,"Modern Pentathlon",0,1,0,1
"Ádám Marosi",28,Hungary,2012,"Modern Pentathlon",0,0,1,1
"Yane Marques",28,Brazil,2012,"Modern Pentathlon",0,0,1,1
"Samantha Murray",22,"Great Britain",2012,"Modern Pentathlon",0,1,0,1
"David Svoboda",27,"Czech Republic",2012,"Modern Pentathlon",1,0,0,1
"Yuri Alvear",26,Colombia,2012,Judo,0,0,1,1
"An Kum-Ae",32,"North Korea",2012,Judo,1,0,0,1
"Yanet Bermoy",25,Cuba,2012,Judo,0,1,0,1
"Ole Bischof",32,Germany,2012,Judo,0,1,0,1
"Edith Bosch",32,Netherlands,2012,Judo,0,0,1,1
"Karina Bryant",33,"Great Britain",2012,Judo,0,0,1,1
"Corina Caprioriu",26,Romania,2012,Judo,0,1,0,1
"Éva Csernoviczki",25,Hungary,2012,Judo,0,0,1,1
"Rafael da Silva",25,Brazil,2012,Judo,0,0,1,1
"Lucie Décosse",30,France,2012,Judo,1,0,0,1
"Alina Dumitru",29,Romania,2012,Judo,0,1,0,1
"Masashi Ebinuma",22,Japan,2012,Judo,0,0,1,1
"Gevrise Emane",30,France,2012,Judo,0,0,1,1
"Rosalba Forciniti",26,Italy,2012,Judo,0,0,1,1
"Arsen Galstyan",23,Russia,2012,Judo,1,0,0,1
"Gemma Gibbons",25,"Great Britain",2012,Judo,0,1,0,1
"Priscilla Gneto",20,France,2012,Judo,0,0,1,1
"Asley González",22,Cuba,2012,Judo,0,1,0,1
"Henk Grol",27,Netherlands,2012,Judo,0,0,1,1
"Kayla Harrison",22,"United States",2012,Judo,1,0,0,1
"Hiroaki Hiraoka",27,Japan,2012,Judo,0,1,0,1
"Ilias Iliadis",25,Greece,2012,Judo,0,0,1,1
"Mansur Isayev",25,Russia,2012,Judo,1,0,0,1
"Jo Jun-Ho",23,"South Korea",2012,Judo,0,0,1,1
"Tagir Khaybulayev",28,Russia,2012,Judo,1,0,0,1
"Kim Jae-Beom",27,"South Korea",2012,Judo,1,0,0,1
"Felipe Kitadai",23,Brazil,2012,Judo,0,0,1,1
"Ugo Legrand",23,France,2012,Judo,0,0,1,1
"Marti Malloy",26,"United States",2012,Judo,0,0,1,1
"Kaori Matsumoto",24,Japan,2012,Judo,1,0,0,1
"Sarah Menezes",22,Brazil,2012,Judo,1,0,0,1
"Aleksandr Mikhaylin",32,Russia,2012,Judo,0,1,0,1
"Naidangiin Tüvshinbayar",28,Mongolia,2012,Judo,0,1,0,1
"Riki Nakaya",23,Japan,2012,Judo,0,1,0,1
"Ivan Nifontov",25,Russia,2012,Judo,0,0,1,1
"Masashi Nishiyama",27,Japan,2012,Judo,0,0,1,1
"Idalys Ortíz",22,Cuba,2012,Judo,1,0,0,1
"Automne Pavia",23,France,2012,Judo,0,0,1,1
"Dimitri Peters",28,Germany,2012,Judo,0,0,1,1
"Teddy Riner",23,France,2012,Judo,1,0,0,1
"Saynjargalyn Nyam-Ochir",26,Mongolia,2012,Judo,0,0,1,1
"Lasha Shavdatuashvili",20,Georgia,2012,Judo,1,0,0,1
"Mayra Silva",20,Brazil,2012,Judo,0,0,1,1
"Rishod Sobirov",25,Uzbekistan,2012,Judo,0,0,1,1
"Song Dae-Nam",33,"South Korea",2012,Judo,1,0,0,1
"Mika Sugimoto",27,Japan,2012,Judo,0,1,0,1
"Audrey Tcheumeo",22,France,2012,Judo,0,0,1,1
"Kerstin Thiele",25,Germany,2012,Judo,0,1,0,1
"Andreas Tölzer",32,Germany,2012,Judo,0,0,1,1
"Tong Wen",29,China,2012,Judo,0,0,1,1
"Yoshie Ueno",29,Japan,2012,Judo,0,0,1,1
"Miklós Ungvári",31,Hungary,2012,Judo,0,1,0,1
"Antoine Valois-Fortier",22,Canada,2012,Judo,0,0,1,1
"Charline Van Snick",21,Belgium,2012,Judo,0,0,1,1
"Xu Lili",24,China,2012,Judo,0,1,0,1
"Urška Žolnir",30,Slovenia,2012,Judo,1,0,0,1
,0,Argentina,2012,Hockey,0,1,0,1
,0,Argentina,2012,Hockey,0,1,0,1
"Marilyn Agliotti",33,Netherlands,2012,Hockey,1,0,0,1
"Lucha Aymar",34,Argentina,2012,Hockey,0,1,0,1
"Sander Baart",24,Netherlands,2012,Hockey,0,1,0,1
"Billy Bakker",23,Netherlands,2012,Hockey,0,1,0,1
"Marcel Balkestein",31,Netherlands,2012,Hockey,0,1,0,1
"Ashleigh Ball",26,"Great Britain",2012,Hockey,0,0,1,1
"Noel Barrionuevo",28,Argentina,2012,Hockey,0,1,0,1
"Laura Bartlett",24,"Great Britain",2012,Hockey,0,0,1,1
"Nathan Burgers",33,Australia,2012,Hockey,0,0,1,1
"Matthew Butturini",24,Australia,2012,Hockey,0,0,1,1
"Joel Carroll",25,Australia,2012,Hockey,0,0,1,1
"Martina Cavallero",22,Argentina,2012,Hockey,0,1,0,1
"Chris Ciriello",26,Australia,2012,Hockey,0,0,1,1
"Crista Cullen",26,"Great Britain",2012,Hockey,0,0,1,1
"Silvina D'Elia",26,Argentina,2012,Hockey,0,1,0,1
"Alex Danson",27,"Great Britain",2012,Hockey,0,0,1,1
"Merel de Blaey",25,Netherlands,2012,Hockey,1,0,0,1
"Eva de Goede",23,Netherlands,2012,Hockey,1,0,0,1
"Teun de Nooijer",36,Netherlands,2012,Hockey,0,1,0,1
"Bob de Voogd",23,Netherlands,2012,Hockey,0,1,0,1
"Sander de Wijn",22,Netherlands,2012,Hockey,0,1,0,1
"Liam De Young",30,Australia,2012,Hockey,0,0,1,1
"Timothy Deavin",28,Australia,2012,Hockey,0,0,1,1
"Oskar Deecke",26,Germany,2012,Hockey,1,0,0,1
"Carlien Dirkse van den Heuvel",25,Netherlands,2012,Hockey,1,0,0,1
"Jamie Dwyer",33,Australia,2012,Hockey,0,0,1,1
"Floris Evers",29,Netherlands,2012,Hockey,0,1,0,1
"Russell Ford",28,Australia,2012,Hockey,0,0,1,1
"Florian Fuchs",20,Germany,2012,Hockey,1,0,0,1
"Moritz Fürste",27,Germany,2012,Hockey,1,0,0,1
"Maartje Goderie",28,Netherlands,2012,Hockey,1,0,0,1
"Matt Gohdes",22,Australia,2012,Hockey,0,0,1,1
"Kieran Govers",24,Australia,2012,Hockey,0,0,1,1
"Florencia Habif",18,Argentina,2012,Hockey,0,1,0,1
"Martin Häner",23,Germany,2012,Hockey,1,0,0,1
"Tobias Hauke",24,Germany,2012,Hockey,1,0,0,1
"Rogier Hofman",25,Netherlands,2012,Hockey,0,1,0,1
"Ellen Hoog",26,Netherlands,2012,Hockey,1,0,0,1
"Tim Jenniskens",25,Netherlands,2012,Hockey,0,1,0,1
"Wouter Jolie",27,Netherlands,2012,Hockey,0,1,0,1
"Kelly Jonker",22,Netherlands,2012,Hockey,1,0,0,1
"Fergus Kavanagh",27,Australia,2012,Hockey,0,0,1,1
"Robbert Kemperman",22,Netherlands,2012,Hockey,0,1,0,1
"Mark Knowles",27,Australia,2012,Hockey,0,0,1,1
"Oliver Korn",28,Germany,2012,Hockey,1,0,0,1
"Kim Lammers",31,Netherlands,2012,Hockey,1,0,0,1
"Rosario Luchetti",28,Argentina,2012,Hockey,0,1,0,1
"Sofia Maccari",28,Argentina,2012,Hockey,0,1,0,1
"Hannah Macleod",28,"Great Britain",2012,Hockey,0,0,1,1
"Emily Maguire",24,"Great Britain",2012,Hockey,0,0,1,1
"Delfina Merino",22,Argentina,2012,Hockey,0,1,0,1
"Max Müller",25,Germany,2012,Hockey,1,0,0,1
"María Mutio",27,Argentina,2012,Hockey,0,1,0,1
"Eddie Ockenden",25,Australia,2012,Hockey,0,0,1,1
"Simon Orchard",26,Australia,2012,Hockey,0,0,1,1
"Ann Panter",28,"Great Britain",2012,Hockey,0,0,1,1
"Maartje Paumen",26,Netherlands,2012,Hockey,1,0,0,1
"Sophie Polkamp",27,Netherlands,2012,Hockey,1,0,0,1
"Jan Philipp Rabente",25,Germany,2012,Hockey,1,0,0,1
"Carla Rebecchi",27,Argentina,2012,Hockey,0,1,0,1
"Helen Richardson",30,"Great Britain",2012,Hockey,0,0,1,1
"Ana Rodríguez",31,Argentina,2012,Hockey,0,1,0,1
"Chloe Rogers",27,"Great Britain",2012,Hockey,0,0,1,1
"Rocio Sánchez",23,Argentina,2012,Hockey,0,1,0,1
"Maru Scarone",25,Argentina,2012,Hockey,0,1,0,1
"Joyce Sombroek",21,Netherlands,2012,Hockey,1,0,0,1
"Dani Sruoga",24,Argentina,2012,Hockey,0,1,0,1
"Jose Sruoga",21,Argentina,2012,Hockey,0,1,0,1
"Jaap Stockmann",28,Netherlands,2012,Hockey,0,1,0,1
"Beth Storry",34,"Great Britain",2012,Hockey,0,0,1,1
"Thilo Stralkowski",25,Germany,2012,Hockey,1,0,0,1
"Matthew Swann",23,Australia,2012,Hockey,0,0,1,1
"Sarah Thomas",31,"Great Britain",2012,Hockey,0,0,1,1
"Glenn Turner",28,Australia,2012,Hockey,0,0,1,1
"Georgie Twigg",21,"Great Britain",2012,Hockey,0,0,1,1
"Laura Unsworth",24,"Great Britain",2012,Hockey,0,0,1,1
"Naomi van As",29,Netherlands,2012,Hockey,1,0,0,1
"Robert van der Horst",27,Netherlands,2012,Hockey,0,1,0,1
"Mink van der Weerden",23,Netherlands,2012,Hockey,0,1,0,1
"Margot van Geffen",22,Netherlands,2012,Hockey,1,0,0,1
"Caia van Maasakker",23,Netherlands,2012,Hockey,1,0,0,1
"Kitty van Male",24,Netherlands,2012,Hockey,1,0,0,1
"Valentin Verga",22,Netherlands,2012,Hockey,0,1,0,1
"Klaas Vermeulen",24,Netherlands,2012,Hockey,0,1,0,1
"Kate Walsh",32,"Great Britain",2012,Hockey,0,0,1,1
"Sally Walton",31,"Great Britain",2012,Hockey,0,0,1,1
"Max Weinhold",30,Germany,2012,Hockey,1,0,0,1
"Lidewij Welten",22,Netherlands,2012,Hockey,1,0,0,1
"Christopher Wesley",25,Germany,2012,Hockey,1,0,0,1
"Roderick Weusthof",30,Netherlands,2012,Hockey,0,1,0,1
"Benjamin Weß",27,Germany,2012,Hockey,1,0,0,1
"Timo Weß",30,Germany,2012,Hockey,1,0,0,1
"Nicola White",24,"Great Britain",2012,Hockey,0,0,1,1
"Matthias Witthaus",30,Germany,2012,Hockey,1,0,0,1
"Christopher Zeller",27,Germany,2012,Hockey,1,0,0,1
"Philipp Zeller",29,Germany,2012,Hockey,1,0,0,1
"Luc Abalo",27,France,2012,Handball,1,0,0,1
"William Accambray",24,France,2012,Handball,1,0,0,1
"Macarena Aguilar",27,Spain,2012,Handball,0,0,1,1
"Nely Alberto",29,Spain,2012,Handball,0,0,1,1
"Mirko Alilovic",26,Croatia,2012,Handball,0,0,1,1
"Jessica Alonso",28,Spain,2012,Handball,0,0,1,1
"Ida Alstad",27,Norway,2012,Handball,1,0,0,1
"Vanessa Amorós",29,Spain,2012,Handball,0,0,1,1
"Kim Andersson",29,Sweden,2012,Handball,0,1,0,1
"Mattias Andersson",34,Sweden,2012,Handball,0,1,0,1
"Ivano Balic",33,Croatia,2012,Handball,0,0,1,1
"Xavier Barachet",23,France,2012,Handball,1,0,0,1
"Sonja Barjaktarovic",25,Montenegro,2012,Handball,0,1,0,1
"Andrea Barno",32,Spain,2012,Handball,0,0,1,1
"Damir Bicanic",27,Croatia,2012,Handball,0,0,1,1
"Karoline Dyhre Breivang",32,Norway,2012,Handball,1,0,0,1
"Andela Bulatovic",25,Montenegro,2012,Handball,0,1,0,1
"Katarina Bulatovic",27,Montenegro,2012,Handball,0,1,0,1
"Denis Buntic",29,Croatia,2012,Handball,0,0,1,1
"Mihaela Ciobanu",39,Spain,2012,Handball,0,0,1,1
"Verónica Cuadrado",33,Spain,2012,Handball,0,0,1,1
"Ivan Cupic",26,Croatia,2012,Handball,0,0,1,1
"Didier Dinart",35,France,2012,Handball,1,0,0,1
"Dalibor Doder",33,Sweden,2012,Handball,0,1,0,1
"Domagoj Duvnjak",24,Croatia,2012,Handball,0,0,1,1
"Niclas Ekberg",23,Sweden,2012,Handball,0,1,0,1
"Kim Ekdahl du Rietz",23,Sweden,2012,Handball,0,1,0,1
"Patricia Elorza",28,Spain,2012,Handball,0,0,1,1
"Beatriz Fernández",27,Spain,2012,Handball,0,0,1,1
"Begoña Fernández",32,Spain,2012,Handball,0,0,1,1
"Jérôme Fernandez",35,France,2012,Handball,1,0,0,1
"Marit Malm Frafjord",26,Norway,2012,Handball,1,0,0,1
"Bertrand Gille",34,France,2012,Handball,1,0,0,1
"Guillaume Gille",36,France,2012,Handball,1,0,0,1
"Jakov Gojun",26,Croatia,2012,Handball,0,0,1,1
"Kari Aalvik Grimsbø",27,Norway,2012,Handball,1,0,0,1
"Michaël Guigou",30,France,2012,Handball,1,0,0,1
"Mattias Gustafsson",34,Sweden,2012,Handball,0,1,0,1
"Katrine Lunde Haraldsen",32,Norway,2012,Handball,1,0,0,1
"Camilla Herrem",25,Norway,2012,Handball,1,0,0,1
"Samuel Honrubia",26,France,2012,Handball,1,0,0,1
"Zlatko Horvat",27,Croatia,2012,Handball,0,0,1,1
"Johan Jakobsson",25,Sweden,2012,Handball,0,1,0,1
"Magnus Jernemyr",36,Sweden,2012,Handball,0,1,0,1
"Kari Mette Johansen",33,Norway,2012,Handball,1,0,0,1
"Guillaume Joli",27,France,2012,Handball,1,0,0,1
"Marija Jovanovic",26,Montenegro,2012,Handball,0,1,0,1
"Jonas Källman",31,Sweden,2012,Handball,0,1,0,1
"Nikola Karabatic",28,France,2012,Handball,1,0,0,1
"Daouda Karaboué",36,France,2012,Handball,1,0,0,1
"Tobias Karlsson",31,Sweden,2012,Handball,0,1,0,1
"Milena Kneževic",22,Montenegro,2012,Handball,0,1,0,1
"Marko Kopljar",26,Croatia,2012,Handball,0,0,1,1
"Amanda Kurtovic",21,Norway,2012,Handball,1,0,0,1
"Blaženko Lackovic",31,Croatia,2012,Handball,0,0,1,1
"Jonas Larholm",30,Sweden,2012,Handball,0,1,0,1
"Suzana Lazovic",20,Montenegro,2012,Handball,0,1,0,1
"Marta López",22,Spain,2012,Handball,0,0,1,1
"Venio Losert",36,Croatia,2012,Handball,0,0,1,1
"Kristine Lunde-Borgersen",32,Norway,2012,Handball,1,0,0,1
"Heidi Løke",29,Norway,2012,Handball,1,0,0,1
"Marta Mangué",29,Spain,2012,Handball,0,0,1,1
"Carmen Martín",24,Spain,2012,Handball,0,0,1,1
"Majda Mehmedovic",22,Montenegro,2012,Handball,0,1,0,1
"Radmila Miljanic",24,Montenegro,2012,Handball,0,1,0,1
"Daniel Narcisse",32,France,2012,Handball,1,0,0,1
"Silvia Navarro",33,Spain,2012,Handball,0,0,1,1
"Andreas Nilsson",22,Sweden,2012,Handball,0,1,0,1
"Ivan Nincevic",30,Croatia,2012,Handball,0,0,1,1
"Tonje Nøstvold",27,Norway,2012,Handball,1,0,0,1
"Thierry Omeyer",35,France,2012,Handball,1,0,0,1
"Fredrik Petersen",28,Sweden,2012,Handball,0,1,0,1
"Eli Pinedo",31,Spain,2012,Handball,0,0,1,1
"Bojana Popovic",32,Montenegro,2012,Handball,0,1,0,1
"Jova Radicevic",25,Montenegro,2012,Handball,0,1,0,1
"Ana Radovic",25,Montenegro,2012,Handball,0,1,0,1
"Linn-Kristin Riegelhuth Koren",27,Norway,2012,Handball,1,0,0,1
"Maja Savic",36,Montenegro,2012,Handball,0,1,0,1
"Johan Sjöstrand",25,Sweden,2012,Handball,0,1,0,1
"Gøril Snorroeggen",27,Norway,2012,Handball,1,0,0,1
"Cédric Sorhaindo",28,France,2012,Handball,1,0,0,1
"Manuel Štrlek",23,Croatia,2012,Handball,0,0,1,1
"Linn Jørum Sulland",28,Norway,2012,Handball,1,0,0,1
"Igor Vori",31,Croatia,2012,Handball,0,0,1,1
"Marina Vukcevic",18,Montenegro,2012,Handball,0,1,0,1
"Drago Vukovic",28,Croatia,2012,Handball,0,0,1,1
"Ana Ðokic",33,Montenegro,2012,Handball,0,1,0,1
"Kseniya Afanasyeva",20,Russia,2012,Gymnastics,0,1,0,1
"Krisztián Berki",27,Hungary,2012,Gymnastics,1,0,0,1
"Diana Bulimar",16,Romania,2012,Gymnastics,0,0,1,1
"Diana Maria Chelaru",18,Romania,2012,Gymnastics,0,0,1,1
"Deng Linlin",20,China,2012,Gymnastics,1,0,0,1
"Anastasiya Grishina",16,Russia,2012,Gymnastics,0,1,0,1
"Guo Weiyang",24,China,2012,Gymnastics,1,0,0,1
"Fabian Hambüchen",24,Germany,2012,Gymnastics,0,1,0,1
"He Kexin",20,China,2012,Gymnastics,0,1,0,1
"Larisa Iordache",16,Romania,2012,Gymnastics,0,0,1,1
"Ryohei Kato",18,Japan,2012,Gymnastics,0,1,0,1
"Danell Leyva",20,"United States",2012,Gymnastics,0,0,1,1
"Matteo Morandi",30,Italy,2012,Gymnastics,0,0,1,1
"Sam Oldham",19,"Great Britain",2012,Gymnastics,0,0,1,1
"Daniel Purvis",21,"Great Britain",2012,Gymnastics,0,0,1,1
"Ihor Radivilov",19,Ukraine,2012,Gymnastics,0,0,1,1
"Kyla Ross",15,"United States",2012,Gymnastics,1,0,0,1
"Hamilton Sabot",25,France,2012,Gymnastics,0,0,1,1
"Sui Lu",20,China,2012,Gymnastics,0,1,0,1
"Kazuhito Tanaka",27,Japan,2012,Gymnastics,0,1,0,1
"Yusuke Tanaka",22,Japan,2012,Gymnastics,0,1,0,1
"Kristian Thomas",23,"Great Britain",2012,Gymnastics,0,0,1,1
"Beth Tweddle",27,"Great Britain",2012,Gymnastics,0,0,1,1
"Jordyn Wieber",17,"United States",2012,Gymnastics,1,0,0,1
"Koji Yamamuro",23,Japan,2012,Gymnastics,0,1,0,1
"Yang Hak-Seon",19,"South Korea",2012,Gymnastics,1,0,0,1
"Arthur Zanetti",22,Brazil,2012,Gymnastics,1,0,0,1
"Zhang Chenglong",23,China,2012,Gymnastics,1,0,0,1
"Epke Zonderland",26,Netherlands,2012,Gymnastics,1,0,0,1
"Alex Sandro",21,Brazil,2012,Football,0,1,0,1
"Alexandre Pato",22,Brazil,2012,Football,0,1,0,1
"Kozue Ando",30,Japan,2012,Football,0,1,0,1
"Javier Aquino",22,Mexico,2012,Football,1,0,0,1
"Baek Seong-Dong",20,"South Korea",2012,Football,0,0,1,1
"Shannon Boxx",35,"United States",2012,Football,1,0,0,1
"Rachel Buehler",26,"United States",2012,Football,1,0,0,1
"Candace Chapman",29,Canada,2012,Football,0,0,1,1
"Darvin Chávez",22,Mexico,2012,Football,1,0,0,1
"Lauren Cheney",24,"United States",2012,Football,1,0,0,1
"José Corona",31,Mexico,2012,Football,1,0,0,1
"Javier Cortés",23,Mexico,2012,Football,1,0,0,1
"Leandro Damião",23,Brazil,2012,Football,0,1,0,1
Danilo,21,Brazil,2012,Football,0,1,0,1
"Giovani dos Santos",23,Mexico,2012,Football,1,0,0,1
"Jorge Enríquez",21,Mexico,2012,Football,1,0,0,1
"Marco Fabián",23,Mexico,2012,Football,1,0,0,1
"Jonelle Filigno",21,Canada,2012,Football,0,0,1,1
"Miho Fukumoto",28,Japan,2012,Football,0,1,0,1
Gabriel,19,Brazil,2012,Football,0,1,0,1
Ganso,22,Brazil,2012,Football,0,1,0,1
"Robyn Gayle",26,Canada,2012,Football,0,0,1,1
"Gi Seong-Yong",23,"South Korea",2012,Football,0,0,1,1
"Gu Ja-Cheol",23,"South Korea",2012,Football,0,0,1,1
"Tobin Heath",24,"United States",2012,Football,1,0,0,1
"Héctor Herrera",22,Mexico,2012,Football,1,0,0,1
Hulk,26,Brazil,2012,Football,0,1,0,1
"Hwang Seok-Ho",23,"South Korea",2012,Football,0,0,1,1
"Mana Iwabuchi",19,Japan,2012,Football,0,1,0,1
"Azusa Iwashimizu",25,Japan,2012,Football,0,1,0,1
"Jeong Seong-Ryong",27,"South Korea",2012,Football,0,0,1,1
"Jeong U-Yeong",22,"South Korea",2012,Football,0,0,1,1
"Ji Dong-Won",21,"South Korea",2012,Football,0,0,1,1
"Israel Jiménez",22,Mexico,2012,Football,1,0,0,1
"Raúl Jiménez",21,Mexico,2012,Football,1,0,0,1
Juan,21,Brazil,2012,Football,0,1,0,1
"Ayumi Kaihori",25,Japan,2012,Football,0,1,0,1
"Nahomi Kawasumi",26,Japan,2012,Football,0,1,0,1
"Kim Bo-Gyeong",22,"South Korea",2012,Football,0,0,1,1
"Kim Chang-Su",26,"South Korea",2012,Football,0,0,1,1
"Kim Gi-Hui",23,"South Korea",2012,Football,0,0,1,1
"Kim Hyeon-Seong",22,"South Korea",2012,Football,0,0,1,1
"Kim Yeong-Gwon",22,"South Korea",2012,Football,0,0,1,1
"Yukari Kinga",28,Japan,2012,Football,0,1,0,1
"Saki Kumagai",21,Japan,2012,Football,0,1,0,1
"Kaylyn Kyle",23,Canada,2012,Football,0,0,1,1
"Karina LeBlanc",32,Canada,2012,Football,0,0,1,1
"Lee Beom-Yeong",23,"South Korea",2012,Football,0,0,1,1
"Amy LePeilbet",30,"United States",2012,Football,1,0,0,1
"Sydney Leroux",22,"United States",2012,Football,1,0,0,1
"Carli Lloyd",30,"United States",2012,Football,1,0,0,1
Lucas,19,Brazil,2012,Football,0,1,0,1
Marcelo,24,Brazil,2012,Football,0,1,0,1
"Karina Maruyama",29,Japan,2012,Football,0,1,0,1
"Diana Matheson",28,Canada,2012,Football,0,0,1,1
"Erin McLeod",29,Canada,2012,Football,0,0,1,1
"Hiram Mier",22,Mexico,2012,Football,1,0,0,1
"Heather Mitts",34,"United States",2012,Football,1,0,0,1
"Aya Miyama",27,Japan,2012,Football,0,1,0,1
"Alex Morgan",23,"United States",2012,Football,1,0,0,1
"Carmelina Moscato",28,Canada,2012,Football,0,0,1,1
"Yuki Nagasato-Ogimi",25,Japan,2012,Football,0,1,0,1
"Nam Tae-Hui",21,"South Korea",2012,Football,0,0,1,1
"Marie-Eve Nault",30,Canada,2012,Football,0,0,1,1
Neto,23,Brazil,2012,Football,0,1,0,1
Neymar,20,Brazil,2012,Football,0,1,0,1
"Kelley O'Hara",23,"United States",2012,Football,1,0,0,1
"Heather O'Reilly",27,"United States",2012,Football,1,0,0,1
"O Jae-Seok",22,"South Korea",2012,Football,0,0,1,1
"Shinobu Ohno",28,Japan,2012,Football,0,1,0,1
Oscar,20,Brazil,2012,Football,0,1,0,1
"Park Jong-Wu",23,"South Korea",2012,Football,0,0,1,1
"Park Ju-Yeong",27,"South Korea",2012,Football,0,0,1,1
"Kelly Parker",31,Canada,2012,Football,0,0,1,1
"Christie Pearce-Rampone",37,"United States",2012,Football,1,0,0,1
"Oribe Peralta",28,Mexico,2012,Football,1,0,0,1
"Miguel Ponce",23,Mexico,2012,Football,1,0,0,1
Rafael,22,Brazil,2012,Football,0,1,0,1
"Megan Rapinoe",27,"United States",2012,Football,1,0,0,1
"Diego Reyes",19,Mexico,2012,Football,1,0,0,1
"Amy Rodriguez",25,"United States",2012,Football,1,0,0,1
Rômulo,21,Brazil,2012,Football,0,1,0,1
"Mizuho Sakaguchi",24,Japan,2012,Football,0,1,0,1
"Carlos Salcido",32,Mexico,2012,Football,1,0,0,1
"Aya Sameshima",25,Japan,2012,Football,0,1,0,1
Sandro,23,Brazil,2012,Football,0,1,0,1
"Becky Sauerbrunn",27,"United States",2012,Football,1,0,0,1
"Homare Sawa",33,Japan,2012,Football,0,1,0,1
"Sophie Schmidt",24,Canada,2012,Football,0,0,1,1
"Desiree Scott",24,Canada,2012,Football,0,0,1,1
"Lauren Sesselmann",28,Canada,2012,Football,0,0,1,1
"Thiago Silva",27,Brazil,2012,Football,0,1,0,1
"Christine Sinclair",29,Canada,2012,Football,0,0,1,1
"Hope Solo",30,"United States",2012,Football,1,0,0,1
"Chelsea Stewart",22,Canada,2012,Football,0,0,1,1
"Megumi Takase",21,Japan,2012,Football,0,1,0,1
"Asuna Tanaka",24,Japan,2012,Football,0,1,0,1
"Melissa Tancredi",30,Canada,2012,Football,0,0,1,1
"Brittany Timko",26,Canada,2012,Football,0,0,1,1
"Bruno Uvini",21,Brazil,2012,Football,0,1,0,1
"Néstor Vidrio",23,Mexico,2012,Football,1,0,0,1
"Abby Wambach",32,"United States",2012,Football,1,0,0,1
"Rhian Wilkinson",30,Canada,2012,Football,0,0,1,1
"Kyoko Yano",28,Japan,2012,Football,0,1,0,1
"Yun Seok-Yeong",22,"South Korea",2012,Football,0,0,1,1
"Alaaeldin Abouelkassem",21,Egypt,2012,Fencing,0,1,0,1
"Valerio Aspromonte",25,Italy,2012,Fencing,1,0,0,1
"Giorgio Avola",23,Italy,2012,Fencing,1,0,0,1
"Suguru Awaji",23,Japan,2012,Fencing,0,1,0,1
"Sebastian Bachmann",25,Germany,2012,Fencing,0,0,1,1
"Andrea Baldini",26,Italy,2012,Fencing,1,0,0,1
"Andrea Cassarà",28,Italy,2012,Fencing,1,0,0,1
"Kenta Chida",26,Japan,2012,Fencing,0,1,0,1
"Choi Byeong-Cheol",30,"South Korea",2012,Fencing,0,0,1,1
"Choi Eun-Sook",26,"South Korea",2012,Fencing,0,1,0,1
"Choi In-Jeong",22,"South Korea",2012,Fencing,0,1,0,1
"Inna Deriglazova",22,Russia,2012,Fencing,0,1,0,1
"Tiberiu Dolniceanu",24,Romania,2012,Fencing,0,1,0,1
"Rares Dumitrescu",28,Romania,2012,Fencing,0,1,0,1
"Kamilla Gafurzyanova",24,Russia,2012,Fencing,0,1,0,1
"Gu Bon-Gil",23,"South Korea",2012,Fencing,1,0,0,1
"Britta Heidemann",29,Germany,2012,Fencing,0,1,0,1
"Courtney Hurley",21,"United States",2012,Fencing,0,0,1,1
"Kelley Hurley",24,"United States",2012,Fencing,0,0,1,1
"Jeon Hui-Suk",28,"South Korea",2012,Fencing,0,0,1,1
"Jeong Gil-Ok",31,"South Korea",2012,Fencing,0,0,1,1
"Jeong Hyo-Jeong",28,"South Korea",2012,Fencing,0,1,0,1
"Jeong Jin-Seon",28,"South Korea",2012,Fencing,0,0,1,1
"Peter Joppich",29,Germany,2012,Fencing,0,0,1,1
"Olha Kharlan",21,Ukraine,2012,Fencing,0,0,1,1
"Kim Jeong-Hwan",28,"South Korea",2012,Fencing,1,0,0,1
"Kim Ji-Yeon",24,"South Korea",2012,Fencing,1,0,0,1
"Benjamin Kleibrink",27,Germany,2012,Fencing,0,0,1,1
"Larisa Korobeynikova",25,Russia,2012,Fencing,0,1,0,1
"Nikolay Kovalyov",25,Russia,2012,Fencing,0,0,1,1
"Maya Lawrence",32,"United States",2012,Fencing,0,0,1,1
"Lei Sheng",28,China,2012,Fencing,1,0,0,1
"Li Na",31,China,2012,Fencing,1,0,0,1
"Rubén Limardo",26,Venezuela,2012,Fencing,1,0,0,1
"Luo Xiaojuan",28,China,2012,Fencing,1,0,0,1
"Ryo Miyake",21,Japan,2012,Fencing,0,1,0,1
"Aldo Montano",33,Italy,2012,Fencing,0,0,1,1
"Nam Hyeon-Hui",30,"South Korea",2012,Fencing,0,0,1,1
"O Eun-Seok",29,"South Korea",2012,Fencing,1,0,0,1
"Oh Ha-Na",27,"South Korea",2012,Fencing,0,0,1,1
"Yuki Ota",26,Japan,2012,Fencing,0,1,0,1
"Bartosz Piasecki",25,Norway,2012,Fencing,0,1,0,1
"Ilaria Salvatori",33,Italy,2012,Fencing,1,0,0,1
"Luigi Samele",25,Italy,2012,Fencing,0,0,1,1
"Susie Scanlan",22,"United States",2012,Fencing,0,0,1,1
