athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Lee Seon-Hui",21,"South Korea",2000,Taekwondo,1,0,0,1
"Steven Lopez",21,"United States",2000,Taekwondo,1,0,0,1
"Ángel Matos",23,Cuba,2000,Taekwondo,1,0,0,1
"Urbia Meléndez",28,Cuba,2000,Taekwondo,0,1,0,1
"Mikhail Mouroutsos",20,Greece,2000,Taekwondo,1,0,0,1
"Yoriko Okamoto",29,Japan,2000,Taekwondo,0,0,1,1
"Hadi Saei",24,Iran,2000,Taekwondo,0,0,1,1
"Sin Jun-Sik",20,"South Korea",2000,Taekwondo,0,1,0,1
"Tr?n Hi?u Ngân",26,Vietnam,2000,Taekwondo,0,1,0,1
"Daniel Trenton",23,Australia,2000,Taekwondo,0,1,0,1
"Kristie Boogert",26,Netherlands,2000,Tennis,0,1,0,1
"Els Callens",30,Belgium,2000,Tennis,0,0,1,1
"Alex Corretja",26,Spain,2000,Tennis,0,0,1,1
"Albert Costa",25,Spain,2000,Tennis,0,0,1,1
"Yelena Dementyeva",18,Russia,2000,Tennis,0,1,0,1
"Arnaud Di Pasquale",21,France,2000,Tennis,0,0,1,1
"Tommy Haas",22,Germany,2000,Tennis,0,1,0,1
"Yevgeny Kafelnikov",26,Russia,2000,Tennis,1,0,0,1
"Sébastien Lareau",27,Canada,2000,Tennis,1,0,0,1
"Daniel Nestor",28,Canada,2000,Tennis,1,0,0,1
"Miriam Oremans",28,Netherlands,2000,Tennis,0,1,0,1
"Monica Seles",26,"United States",2000,Tennis,0,0,1,1
"Dominique Van Roost",27,Belgium,2000,Tennis,0,0,1,1
"Serena Williams",18,"United States",2000,Tennis,1,0,0,1
"Todd Woodbridge",29,Australia,2000,Tennis,0,1,0,1
"Mark Woodforde",34,Australia,2000,Tennis,0,1,0,1
"Yelena Antonova",25,Russia,2000,"Synchronized Swimming",1,0,0,1
"Yelena Azarova",27,Russia,2000,"Synchronized Swimming",1,0,0,1
"Lyne Beaumont",22,Canada,2000,"Synchronized Swimming",0,0,1,1
"Claire Carver-Dias",23,Canada,2000,"Synchronized Swimming",0,0,1,1
"Erin Chan",21,Canada,2000,"Synchronized Swimming",0,0,1,1
"Virginie Dedieu",21,France,2000,"Synchronized Swimming",0,0,1,1
"Ayano Egami",20,Japan,2000,"Synchronized Swimming",0,1,0,1
"Raika Fujii",26,Japan,2000,"Synchronized Swimming",0,1,0,1
"Catherine Garceau",22,Canada,2000,"Synchronized Swimming",0,0,1,1
"Yoko Isoda",22,Japan,2000,"Synchronized Swimming",0,1,0,1
"Rei Jimbo",26,Japan,2000,"Synchronized Swimming",0,1,0,1
"Fanny Létourneau",21,Canada,2000,"Synchronized Swimming",0,0,1,1
"Myriam Lignot",25,France,2000,"Synchronized Swimming",0,0,1,1
"Kirstin Normand",26,Canada,2000,"Synchronized Swimming",0,0,1,1
"Olga Novokshchenova",25,Russia,2000,"Synchronized Swimming",1,0,0,1
"Yelena Soya",18,Russia,2000,"Synchronized Swimming",1,0,0,1
"Jacinthe Taillon",23,Canada,2000,"Synchronized Swimming",0,0,1,1
"Reidun Tatham",22,Canada,2000,"Synchronized Swimming",0,0,1,1
"Juri Tatsumi",21,Japan,2000,"Synchronized Swimming",0,1,0,1
"Yuliya Vasilyeva",22,Russia,2000,"Synchronized Swimming",1,0,0,1
"Olga Vasyukova",20,Russia,2000,"Synchronized Swimming",1,0,0,1
"Yoko Yoneda",24,Japan,2000,"Synchronized Swimming",0,1,0,1
"Yuko Yoneda",21,Japan,2000,"Synchronized Swimming",0,1,0,1
"Sam Arsenault",18,"United States",2000,Swimming,1,0,0,1
"Amanda Beard",18,"United States",2000,Swimming,0,0,1,1
"B. J. Bedford",27,"United States",2000,Swimming,1,0,0,1
"Lindsay Benko",23,"United States",2000,Swimming,1,0,0,1
"Kim Black",21,"United States",2000,Swimming,1,0,0,1
"Gustavo Borges",27,Brazil,2000,Swimming,0,0,1,1
"Antje Buschschulte",21,Germany,2000,Swimming,0,0,1,1
"Ashley Callus",21,Australia,2000,Swimming,1,0,0,1
"Dyana Calub",24,Australia,2000,Swimming,0,1,0,1
"Chad Carvin",26,"United States",2000,Swimming,0,1,0,1
"Ian Crocker",18,"United States",2000,Swimming,1,0,0,1
"Nate Dusing",21,"United States",2000,Swimming,0,1,0,1
"Meike Freitag",21,Germany,2000,Swimming,0,0,1,1
"Lars Frölander",26,Sweden,2000,Swimming,1,0,0,1
"Chris Fydler",27,Australia,2000,Swimming,1,0,0,1
"Scott Goldblatt",21,"United States",2000,Swimming,0,1,0,1
"Elka Graham",18,Australia,2000,Swimming,0,1,0,1
"Chantal Groot",17,Netherlands,2000,Swimming,0,1,0,1
"Tommy Hannan",20,"United States",2000,Swimming,1,0,0,1
"Regan Harrison",22,Australia,2000,Swimming,0,1,0,1
"Sara Harstick",19,Germany,2000,Swimming,0,0,1,1
"Thamar Henneken",21,Netherlands,2000,Swimming,0,1,0,1
"Penny Heyns",25,"South Africa",2000,Swimming,0,0,1,1
"Misty Hyman",21,"United States",2000,Swimming,1,0,0,1
"Carlos Jayme",20,Brazil,2000,Swimming,0,0,1,1
"Louise Jöhncke",24,Sweden,2000,Swimming,0,0,1,1
"Anna-Karin Kammerling",19,Sweden,2000,Swimming,0,0,1,1
"Johan Kenkhuis",20,Netherlands,2000,Swimming,0,0,1,1
"Kerstin Kielgaß",30,Germany,2000,Swimming,0,0,1,1
"Bill Kirby",25,Australia,2000,Swimming,1,0,0,1
"Ágnes Kovács",19,Hungary,2000,Swimming,1,0,0,1
"Kristy Kowal",21,"United States",2000,Swimming,0,1,0,1
"Daniel Kowalski",25,Australia,2000,Swimming,1,0,0,1
"Jens Kruppa",24,Germany,2000,Swimming,0,0,1,1
"Josefin Lillhage",20,Sweden,2000,Swimming,0,0,1,1
"Tom Malchow",24,"United States",2000,Swimming,1,0,0,1
"Roxana Maracineanu",25,France,2000,Swimming,0,1,0,1
"Sumika Minamoto",21,Japan,2000,Swimming,0,0,1,1
"Ryan Mitchell",23,Australia,2000,Swimming,0,1,0,1
"Curtis Myden",26,Canada,2000,Swimming,0,0,1,1
"Miki Nakao",22,Japan,2000,Swimming,0,0,1,1
"Justin Norris",20,Australia,2000,Swimming,0,0,1,1
"Junko Onishi",25,Japan,2000,Swimming,0,0,1,1
"Terence Parkin",20,"South Africa",2000,Swimming,0,1,0,1
"Aaron Peirsol",17,"United States",2000,Swimming,0,1,0,1
"Kieren Perkins",27,Australia,2000,Swimming,0,1,0,1
"Erin Phenix",19,"United States",2000,Swimming,1,0,0,1
"Aleksandr Popov",28,Russia,2000,Swimming,0,1,0,1
"Jamie Rauch",21,"United States",2000,Swimming,0,1,0,1
"Davide Rummolo",22,Italy,2000,Swimming,0,0,1,1
"Thomas Rupprath",23,Germany,2000,Swimming,0,0,1,1
"Sarah Ryan",23,Australia,2000,Swimming,0,1,0,1
"Kaitlin Sandeno",17,"United States",2000,Swimming,0,0,1,1
"Xuxa Scherer",25,Brazil,2000,Swimming,0,0,1,1
"Edvaldo Silva Filho",22,Brazil,2000,Swimming,0,0,1,1
"Johanna Sjöberg",22,Sweden,2000,Swimming,0,0,1,1
"Roman Sludnov",20,Russia,2000,Swimming,0,0,1,1
"Torsten Spanneberg",25,Germany,2000,Swimming,0,0,1,1
"Britta Steffen",16,Germany,2000,Swimming,0,0,1,1
"Staciana Stitts",19,"United States",2000,Swimming,1,0,0,1
"Julia Stowers",18,"United States",2000,Swimming,1,0,0,1
"Malin Svahnström",20,Sweden,2000,Swimming,0,0,1,1
"Denys Sylantiev",23,Ukraine,2000,Swimming,0,1,0,1
"Yasuko Tajima",19,Japan,2000,Swimming,0,1,0,1
"Masami Tanaka",21,Japan,2000,Swimming,0,0,1,1
"Cristina Teuscher",22,"United States",2000,Swimming,0,0,1,1
"Chris Thompson",21,"United States",2000,Swimming,0,0,1,1
"Kirsten Thomson",16,Australia,2000,Swimming,0,1,0,1
"Scott Tucker",24,"United States",2000,Swimming,0,1,0,1
"Franziska van Almsick",22,Germany,2000,Swimming,0,0,1,1
"Mark van der Zijden",26,Netherlands,2000,Swimming,0,0,1,1
"Jacinta Van Lint",22,Australia,2000,Swimming,0,1,0,1
"Wilma van Rijn-van Hofwegen",29,Netherlands,2000,Swimming,0,1,0,1
"Manon van Rooijen",18,Netherlands,2000,Swimming,0,1,0,1
"Erik Vendt",19,"United States",2000,Swimming,0,1,0,1
"Josh Watson",23,Australia,2000,Swimming,0,1,0,1
"Tarnee White",19,Australia,2000,Swimming,0,1,0,1
"Tom Wilkens",24,"United States",2000,Swimming,0,0,1,1
"Marcel Wouda",28,Netherlands,2000,Swimming,0,0,1,1
"Nina Zhivanevskaya",23,Spain,2000,Swimming,0,0,1,1
"Martijn Zuijdweg",23,Netherlands,2000,Swimming,0,0,1,1
"Sandy Allen-Lewis",21,Australia,2000,Softball,0,0,1,1
"Christie Ambrosi",23,"United States",2000,Softball,1,0,0,1
"Misako Ando",29,Japan,2000,Softball,0,1,0,1
"Laura Berg",25,"United States",2000,Softball,1,0,0,1
"Jo Brown",28,Australia,2000,Softball,0,0,1,1
"Jennifer Brundage",27,"United States",2000,Softball,1,0,0,1
"Crystl Bustos",23,"United States",2000,Softball,1,0,0,1
"Sheila Cornell-Douty",38,"United States",2000,Softball,1,0,0,1
"Kerry Dienelt",31,Australia,2000,Softball,0,0,1,1
"Peta Edebone",31,Australia,2000,Softball,0,0,1,1
"Sue Fairhurst",26,Australia,2000,Softball,0,0,1,1
"Lisa Fernandez",29,"United States",2000,Softball,1,0,0,1
"Selina Follas",24,Australia,2000,Softball,0,0,1,1
"Yumiko Fujii",28,Japan,2000,Softball,0,1,0,1
"Fiona Hanes-Crawford",23,Australia,2000,Softball,0,0,1,1
"Kelly Hardie",30,Australia,2000,Softball,0,0,1,1
"Tanya Harding",28,Australia,2000,Softball,0,0,1,1
"Lori Harrigan",30,"United States",2000,Softball,1,0,0,1
"Danielle Henderson",23,"United States",2000,Softball,1,0,0,1
"Taeko Ishikawa",24,Japan,2000,Softball,0,1,0,1
"Kazue Ito",22,Japan,2000,Softball,0,1,0,1
"Yoshimi Kobayashi",32,Japan,2000,Softball,0,1,0,1
"Shiori Koseki",28,Japan,2000,Softball,0,1,0,1
"Mariko Masubuchi",20,Japan,2000,Softball,0,1,0,1
"Naomi Matsumoto",32,Japan,2000,Softball,0,1,0,1
"Sally McDermid-McCreedy",35,Australia,2000,Softball,0,0,1,1
"Jennifer McFalls",28,"United States",2000,Softball,1,0,0,1
"Simmone Morrow",23,Australia,2000,Softball,0,0,1,1
"Emi Naito",20,Japan,2000,Softball,0,1,0,1
"Stacey Nuveman",22,"United States",2000,Softball,1,0,0,1
"Leah O'Brien-Amico",26,"United States",2000,Softball,1,0,0,1
"Dot Richardson",38,"United States",2000,Softball,1,0,0,1
"Melanie Roche",29,Australia,2000,Softball,0,0,1,1
"Haruka Saito",30,Japan,2000,Softball,0,1,0,1
"Michele Smith",33,"United States",2000,Softball,1,0,0,1
"Juri Takayama",23,Japan,2000,Softball,0,1,0,1
"Hiroko Tamoto",26,Japan,2000,Softball,0,1,0,1
"Natalie Titcume",24,Australia,2000,Softball,0,0,1,1
"Reika Utsugi",37,Japan,2000,Softball,0,1,0,1
"Michelle Venturella",27,"United States",2000,Softball,1,0,0,1
"Natalie Ward",24,Australia,2000,Softball,0,0,1,1
"Brooke Wilkins",26,Australia,2000,Softball,0,0,1,1
"Christa Williams",22,"United States",2000,Softball,1,0,0,1
"Miyo Yamada",24,Japan,2000,Softball,0,1,0,1
"Noriko Yamaji",30,Japan,2000,Softball,0,1,0,1
"Fehaid Al-Deehani",33,Kuwait,2000,Shooting,0,0,1,1
"Yevgeny Aleynikov",33,Russia,2000,Shooting,0,0,1,1
"Sergey Alifirenko",41,Russia,2000,Shooting,1,0,0,1
"Michel Ansermet",35,Switzerland,2000,Shooting,0,1,0,1
"Cai Yalin",23,China,2000,Shooting,1,0,0,1
"Rajmond Debevec",37,Slovenia,2000,Shooting,1,0,0,1
"Michael Diamond",28,Australia,2000,Shooting,1,0,0,1
"Franck Dumoulin",28,France,2000,Shooting,1,0,0,1
"Svetlana Dyomina",39,Russia,2000,Shooting,0,1,0,1
"Jonas Edman",33,Sweden,2000,Shooting,1,0,0,1
"Richard Faulds",23,"Great Britain",2000,Shooting,1,0,0,1
"Mariya Feklistova",24,Russia,2000,Shooting,0,0,1,1
"Annemarie Forder",22,Australia,2000,Shooting,0,0,1,1
"Gang Cho-Hyeon",17,"South Korea",2000,Shooting,0,1,0,1
"Gao E",37,China,2000,Shooting,0,0,1,1
"Gao Jing",24,China,2000,Shooting,0,0,1,1
"Deborah Gelisio",24,Italy,2000,Shooting,0,1,0,1
"Tatyana Goldobina",24,Russia,2000,Shooting,0,1,0,1
"Todd Graves",37,"United States",2000,Shooting,0,0,1,1
"Torben Grimmel",24,Denmark,2000,Shooting,0,1,0,1
"Mariya Grozdeva",28,Bulgaria,2000,Shooting,1,0,0,1
"Daina Gudzineviciute",34,Lithuania,2000,Shooting,1,0,0,1
"Pia Hansen",34,Sweden,2000,Shooting,1,0,0,1
"Juha Hirvi",40,Finland,2000,Shooting,0,1,0,1
"Diána Igaly",35,Hungary,2000,Shooting,0,0,1,1
"Artyom Khadzhibekov",30,Russia,2000,Shooting,0,1,0,1
"Tanyu Kiryakov",37,Bulgaria,2000,Shooting,1,0,0,1
"Petr Málek",38,"Czech Republic",2000,Shooting,0,1,0,1
"Russell Mark",36,Australia,2000,Shooting,0,1,0,1
"Sergey Martynov",32,Belarus,2000,Shooting,0,0,1,1
"Renata Mauer-Rózanska",31,Poland,2000,Shooting,1,0,0,1
"Zemfira Meft?kh?tddinova",37,Azerbaijan,2000,Shooting,1,0,0,1
"Mykola Milchev",32,Ukraine,2000,Shooting,1,0,0,1
"Lalita Milshina-Yauhleuskaya",36,Belarus,2000,Shooting,0,0,1,1
"Oleg Moldovan",33,Moldova,2000,Shooting,0,1,0,1
"Nancy Napolski-Johnson",26,"United States",2000,Shooting,1,0,0,1
"Niu Zhiyuan",26,China,2000,Shooting,0,0,1,1
"Ian Peel",42,"Great Britain",2000,Shooting,0,1,0,1
"Giovanni Pellielo",30,Italy,2000,Shooting,0,0,1,1
"Delphine Racinet-Reau",26,France,2000,Shooting,0,1,0,1
"Iulian Raicea",27,Romania,2000,Shooting,0,0,1,1
"Kim Rhode",21,"United States",2000,Shooting,0,0,1,1
"Jasna Šekaric",34,"Serbia and Montenegro",2000,Shooting,0,1,0,1
"Harald Stenvaag",47,Norway,2000,Shooting,0,0,1,1
"Martin Tenk",28,"Czech Republic",2000,Shooting,0,0,1,1
"Wang Yifu",39,China,2000,Shooting,0,1,0,1
"Yang Ling",28,China,2000,Shooting,1,0,0,1
"Ben Ainslie",23,"Great Britain",2000,Sailing,1,0,0,1
"Serena Amato",26,Argentina,2000,Sailing,0,0,1,1
"Jenny Armstrong",30,Australia,2000,Sailing,1,0,0,1
"Gunnar Bahr",25,Germany,2000,Sailing,0,1,0,1
"Jesper Bank",43,Denmark,2000,Sailing,1,0,0,1
"Ian Barker",34,"Great Britain",2000,Sailing,0,1,0,1
"Michael Blackburn",30,Australia,2000,Sailing,0,0,1,1
"Henrik Blakskjær",29,Denmark,2000,Sailing,1,0,0,1
"Ingo Borkowski",28,Germany,2000,Sailing,0,1,0,1
"Darren Bundock",29,Australia,2000,Sailing,0,1,0,1
"Javier Conte",25,Argentina,2000,Sailing,0,0,1,1
"Mark Covell",32,"Great Britain",2000,Sailing,0,1,0,1
"Paul Davis",42,Norway,2000,Sailing,0,0,1,1
"Juan de la Fuente",24,Argentina,2000,Sailing,0,0,1,1
"Luca Devoti",37,Italy,2000,Sailing,0,1,0,1
"Carlos Espínola",28,Argentina,2000,Sailing,0,1,0,1
"Marcelo Ferreira",34,Brazil,2000,Sailing,0,0,1,1
"Paul Foerster",36,"United States",2000,Sailing,0,1,0,1
"John Forbes",30,Australia,2000,Sailing,0,1,0,1
"Roland Gäbler",35,Germany,2000,Sailing,0,0,1,1
"Pease Glaser",38,"United States",2000,Sailing,0,1,0,1
"Torben Grael",40,Brazil,2000,Sailing,0,0,1,1
"Roman Hagara",34,Austria,2000,Sailing,1,0,0,1
"Simon Hiscocks",27,"Great Britain",2000,Sailing,0,1,0,1
"JJ Isler",36,"United States",2000,Sailing,0,1,0,1
"Thomas Jacobsen",28,Denmark,2000,Sailing,1,0,0,1
"Jyrki Järvi",34,Finland,2000,Sailing,1,0,0,1
"Herman Horn Johannessen",36,Norway,2000,Sailing,0,0,1,1
"Thomas Johanson",31,Finland,2000,Sailing,1,0,0,1
"Barbara Kendall",33,"New Zealand",2000,Sailing,0,0,1,1
"Tom King",27,Australia,2000,Sailing,1,0,0,1
"Magnus Liljedahl",46,"United States",2000,Sailing,1,0,0,1
"Fredrik Lööf",30,Sweden,2000,Sailing,0,0,1,1
"Amelie Lux",23,Germany,2000,Sailing,0,1,0,1
"Margriet Matthijsse",23,Netherlands,2000,Sailing,0,1,0,1
"Aaron McIntosh",28,"New Zealand",2000,Sailing,0,0,1,1
"Charlie McKee",38,"United States",2000,Sailing,0,0,1,1
"Jonathan McKee",40,"United States",2000,Sailing,0,0,1,1
"Bob Merrick",29,"United States",2000,Sailing,0,1,0,1
"Olena Pakholchyk",35,Ukraine,2000,Sailing,0,0,1,1
"Iain Percy",24,"Great Britain",2000,Sailing,1,0,0,1
"Mark Reynolds",44,"United States",2000,Sailing,1,0,0,1
"Shirley Robertson",32,"Great Britain",2000,Sailing,1,0,0,1
"Robert Scheidt",27,Brazil,2000,Sailing,0,1,0,1
"Jochen Schümann",46,Germany,2000,Sailing,0,1,0,1
"René Schwall",29,Germany,2000,Sailing,0,0,1,1
"Alessandra Sensini",30,Italy,2000,Sailing,1,0,0,1
"Christoph Sieber",29,Austria,2000,Sailing,1,0,0,1
"Hans-Peter Steinacher",32,Austria,2000,Sailing,1,0,0,1
"Espen Stokkeland",32,Norway,2000,Sailing,0,0,1,1
"Belinda Stowell",29,Australia,2000,Sailing,1,0,0,1
"Ruslana Taran",29,Ukraine,2000,Sailing,0,0,1,1
"Mark Turnbull",26,Australia,2000,Sailing,1,0,0,1
"Ian Walker",30,"Great Britain",2000,Sailing,0,1,0,1
"Agostino Abbagnale",34,Italy,2000,Rowing,1,0,0,1
"Buffy Alexander-Williams",23,Canada,2000,Rowing,0,0,1,1
"Michel Andrieux",33,France,2000,Rowing,1,0,0,1
"Tessa Appeldoorn",27,Netherlands,2000,Rowing,0,1,0,1
"Louis Attrill",25,"Great Britain",2000,Rowing,1,0,0,1
"Darren Balmforth",27,Australia,2000,Rowing,0,1,0,1
"Michiel Bartman",33,Netherlands,2000,Rowing,0,1,0,1
"Guin Batten",32,"Great Britain",2000,Rowing,0,1,0,1
"Miriam Batten",35,"Great Britain",2000,Rowing,0,1,0,1
"Sebastian Bea",23,"United States",2000,Rowing,0,1,0,1
"Fredrik Bekken",25,Norway,2000,Rowing,0,1,0,1
"Jean-Christophe Bette",22,France,2000,Rowing,1,0,0,1
"Laryssa Biesenthal",29,Canada,2000,Rowing,0,0,1,1
"Claudia Blasberg",25,Germany,2000,Rowing,0,1,0,1
"Igor Boraska",29,Croatia,2000,Rowing,0,0,1,1
"Kathrin Boron",30,Germany,2000,Rowing,1,0,0,1
"Simon Burgess",33,Australia,2000,Rowing,0,1,0,1
"Dan Burke",26,Australia,2000,Rowing,0,1,0,1
"Giovanni Calabrese",33,Italy,2000,Rowing,0,0,1,1
"Lorenzo Carboncini",23,Italy,2000,Rowing,0,1,0,1
"Thibaud Chapelle",23,France,2000,Rowing,0,0,1,1
"Veronica Cogeanu-Cochelea",34,Romania,2000,Rowing,1,0,0,1
"Christine Collins",31,"United States",2000,Rowing,0,0,1,1
"Iztok Cop",28,Slovenia,2000,Rowing,1,0,0,1
"James Cracknell",28,"Great Britain",2000,Rowing,1,0,0,1
"Krešimir Culjak",30,Croatia,2000,Rowing,0,0,1,1
"Heather Davis",26,Canada,2000,Rowing,0,0,1,1
"Riccardo Dei Rossi",31,Italy,2000,Rowing,0,1,0,1
"Simon Dennis",24,"Great Britain",2000,Rowing,1,0,0,1
"Ben Dodwell",28,Australia,2000,Rowing,0,0,1,1
"Xavier Dorfmann",27,France,2000,Rowing,1,0,0,1
"Oksana Dorodnova",26,Russia,2000,Rowing,0,0,1,1
"Rowley Douglas",23,"Great Britain",2000,Rowing,1,0,0,1
"Maria Dumitrache",23,Romania,2000,Rowing,1,0,0,1
"Rumyana Dzhadzharova-Neykova",27,Bulgaria,2000,Rowing,0,1,0,1
"Eskild Ebbesen",28,Denmark,2000,Rowing,0,0,1,1
"Thomas Ebert",27,Denmark,2000,Rowing,0,0,1,1
"Anthony Edwards",27,Australia,2000,Rowing,0,1,0,1
"Meike Evers",23,Germany,2000,Rowing,1,0,0,1
"Victor Feddersen",32,Denmark,2000,Rowing,0,0,1,1
"Irina Fedotova",25,Russia,2000,Rowing,0,0,1,1
"Jaime Fernandez",29,Australia,2000,Rowing,0,1,0,1
"Tim Foster",30,"Great Britain",2000,Rowing,1,0,0,1
"Igor Francetic",23,Croatia,2000,Rowing,0,0,1,1
"Tihomir Frankovic",29,Croatia,2000,Rowing,0,0,1,1
"Liliana Gafencu",25,Romania,2000,Rowing,1,0,0,1
"Rossano Galtarossa",28,Italy,2000,Rowing,1,0,0,1
"Sarah Garner",29,"United States",2000,Rowing,0,0,1,1
"Marco Geisler",26,Germany,2000,Rowing,0,0,1,1
"Elena Georgescu",36,Romania,2000,Rowing,1,0,0,1
"Alastair Gordon",23,Australia,2000,Rowing,0,1,0,1
"Katherine Grainger",24,"Great Britain",2000,Rowing,0,1,0,1
"Luka Grubor",26,"Great Britain",2000,Rowing,1,0,0,1
"Marcel Hacker",23,Germany,2000,Rowing,0,0,1,1
"Andreas Hajek",32,Germany,2000,Rowing,0,0,1,1
"Bo Hanson",27,Australia,2000,Rowing,0,0,1,1
"Brett Hayman",28,Australia,2000,Rowing,0,1,0,1
"Yves Hocdé",27,France,2000,Rowing,1,0,0,1
"Ben Hunt-Davis",28,"Great Britain",2000,Rowing,1,0,0,1
"Rob Jahrling",26,Australia,2000,Rowing,0,1,0,1
"Yekaterina Khodatovich-Karsten",28,Belarus,2000,Rowing,1,0,0,1
"Alison Korn",29,Canada,2000,Rowing,0,0,1,1
"Manja Kowalski",24,Germany,2000,Rowing,1,0,0,1
"Kerstin Kowalski-El-Qalqili",24,Germany,2000,Rowing,1,0,0,1
"Karen Kraft",31,"United States",2000,Rowing,0,0,1,1
"Tomasz Kucharski",26,Poland,2000,Rowing,1,0,0,1
"Yuliya Levina",27,Russia,2000,Rowing,0,0,1,1
"Andrew Lindsay",23,"Great Britain",2000,Rowing,1,0,0,1
"Gillian Lindsay",26,"Great Britain",2000,Rowing,0,1,0,1
"Dirk Lippits",23,Netherlands,2000,Rowing,0,1,0,1
"Matthew Long",25,Australia,2000,Rowing,0,0,1,1
"Elia Luini",21,Italy,2000,Rowing,0,1,0,1
"Theresa Luke",33,Canada,2000,Rowing,0,0,1,1
"Manuela Lutze",26,Germany,2000,Rowing,1,0,0,1
"Søren Madsen",24,Denmark,2000,Rowing,0,0,1,1
"Heather McDermid",31,Canada,2000,Rowing,0,0,1,1
"Mike McKay",35,Australia,2000,Rowing,0,1,0,1
"Elien Meijer",30,Netherlands,2000,Rowing,0,1,0,1
"Larisa Merk",29,Russia,2000,Rowing,0,0,1,1
"Valter Molea",34,Italy,2000,Rowing,0,1,0,1
"Carlo Mornati",28,Italy,2000,Rowing,0,1,0,1
"Xeno Müller",28,Switzerland,2000,Rowing,0,1,0,1
"Ted Murphy",28,"United States",2000,Rowing,0,1,0,1
"Elisabeta Oleniuc-Lipa",35,Romania,2000,Rowing,1,0,0,1
"Ioana Olteanu",34,Romania,2000,Rowing,1,0,0,1
"Nelleke Penninx",29,Netherlands,2000,Rowing,0,1,0,1
"Silvijo Petriško",20,Croatia,2000,Rowing,0,0,1,1
"Leonardo Pettinari",27,Italy,2000,Rowing,0,1,0,1
"Matthew Pinsent",29,"Great Britain",2000,Rowing,1,0,0,1
"Constanta Pipota-Burcica",29,Romania,2000,Rowing,1,0,0,1
"Kristina Poplavskaja",29,Lithuania,2000,Rowing,0,0,1,1
"Laurent Porchier",32,France,2000,Rowing,1,0,0,1
"Nick Porzig",28,Australia,2000,Rowing,0,1,0,1
"Martijntje Quik",26,Netherlands,2000,Rowing,0,1,0,1
"Simone Raineri",23,Italy,2000,Rowing,1,0,0,1
"Steven Redgrave",38,"Great Britain",2000,Rowing,1,0,0,1
"Robert Richards",28,Australia,2000,Rowing,0,1,0,1
"Emma Robinson",28,Canada,2000,Rowing,0,0,1,1
"Jean-Christophe Rolland",32,France,2000,Rowing,1,0,0,1
"Katrin Rutschow-Stomporowski",25,Germany,2000,Rowing,0,0,1,1
"Christian Ryan",23,Australia,2000,Rowing,0,1,0,1
"Birute Šakickiene",31,Lithuania,2000,Rowing,0,0,1,1
"Alessio Sartori",23,Italy,2000,Rowing,1,0,0,1
"Nicola Sartori",24,Italy,2000,Rowing,0,0,1,1
"Fred Scarlett",25,"Great Britain",2000,Rowing,1,0,0,1
"Missy Schwen-Ryan",28,"United States",2000,Rowing,0,0,1,1
"Diederik Simon",30,Netherlands,2000,Rowing,0,1,0,1
"Nikša Skelin",22,Croatia,2000,Rowing,0,0,1,1
"Siniša Skelin",26,Croatia,2000,Rowing,0,0,1,1
"Kate Slatter",28,Australia,2000,Rowing,0,1,0,1
"Tomislav Smoljanovic",23,Croatia,2000,Rowing,0,0,1,1
"Luka Špik",21,Slovenia,2000,Rowing,1,0,0,1
"Geoff Stewart",26,Australia,2000,Rowing,0,0,1,1
"James Stewart",26,Australia,2000,Rowing,0,0,1,1
"Viorica Susanu",24,Romania,2000,Rowing,1,0,0,1
"Robert Sycz",26,Poland,2000,Rowing,1,0,0,1
"Angela Tamas-Alupei",28,Romania,2000,Rowing,1,0,0,1
"Rachael Taylor",24,Australia,2000,Rowing,0,1,0,1
"Carin ter Beek",29,Netherlands,2000,Rowing,0,1,0,1
"Jana Thieme",30,Germany,2000,Rowing,1,0,0,1
"Lesley Thompson-Willie",40,Canada,2000,Rowing,0,0,1,1
"James Tomkins",35,Australia,2000,Rowing,0,0,1,1
"Pascal Touron",27,France,2000,Rowing,0,0,1,1
"Steve Trapmore",25,"Great Britain",2000,Rowing,1,0,0,1
"Olaf Tufte",24,Norway,2000,Rowing,0,1,0,1
"Dorota Urbaniak",28,Canada,2000,Rowing,0,0,1,1
"Anneke Venema",29,Netherlands,2000,Rowing,0,1,0,1
